 log g Teff   ZR   Vel  a(CHEOPS)
 log g Teff   ZR   Vel  b(CHEOPS)
 log g Teff   ZR   Vel  xi(CHEOPS)
 3.50 20000. -2.0  2.0   0.0185
 4.00 20000. -2.0  2.0   0.1091
 4.00 20000. -2.0  2.0   0.2502
 4.00 20000. -2.0  2.0   0.0151
 4.50 20000. -2.0  2.0   0.1087
 4.50 20000. -2.0  2.0   0.2409
 4.50 20000. -2.0  2.0   0.0132
 5.00 20000. -2.0  2.0   0.1083
 5.00 20000. -2.0  2.0   0.2362
 5.00 20000. -2.0  2.0   0.0123
 3.00 21000. -2.0  2.0   0.1141
 3.00 21000. -2.0  2.0   0.2991
 3.00 21000. -2.0  2.0   0.0240
 3.50 21000. -2.0  2.0   0.1051
 3.50 21000. -2.0  2.0   0.2701
 3.50 21000. -2.0  2.0   0.0200
 4.00 21000. -2.0  2.0   0.1037
 4.00 21000. -2.0  2.0   0.2504
 4.00 21000. -2.0  2.0   0.0162
 4.50 21000. -2.0  2.0   0.1036
 4.50 21000. -2.0  2.0   0.2395
 4.50 21000. -2.0  2.0   0.0139
 5.00 21000. -2.0  2.0   0.1031
 5.00 21000. -2.0  2.0   0.2345
 5.00 21000. -2.0  2.0   0.0128
 3.00 22000. -2.0  2.0   0.1111
 3.00 22000. -2.0  2.0   0.3052
 3.00 22000. -2.0  2.0   0.0255
 3.50 22000. -2.0  2.0   0.1001
 3.50 22000. -2.0  2.0   0.2738
 3.50 22000. -2.0  2.0   0.0216
 4.00 22000. -2.0  2.0   0.0984
 4.00 22000. -2.0  2.0   0.2517
 4.00 22000. -2.0  2.0   0.0174
 4.50 22000. -2.0  2.0   0.0984
 4.50 22000. -2.0  2.0   0.2390
 4.50 22000. -2.0  2.0   0.0147
 5.00 22000. -2.0  2.0   0.0984
 5.00 22000. -2.0  2.0   0.2328
 5.00 22000. -2.0  2.0   0.0134
 3.00 23000. -2.0  2.0   0.1097
 3.00 23000. -2.0  2.0   0.3110
 3.00 23000. -2.0  2.0   0.0268
 3.50 23000. -2.0  2.0   0.0950
 3.50 23000. -2.0  2.0   0.2789
 3.50 23000. -2.0  2.0   0.0233
 4.00 23000. -2.0  2.0   0.0931
 4.00 23000. -2.0  2.0   0.2542
 4.00 23000. -2.0  2.0   0.0188
 4.50 23000. -2.0  2.0   0.0935
 4.50 23000. -2.0  2.0   0.2394
 4.50 23000. -2.0  2.0   0.0158
 5.00 23000. -2.0  2.0   0.0934
 5.00 23000. -2.0  2.0   0.2323
 5.00 23000. -2.0  2.0   0.0142
 3.00 24000. -2.0  2.0   0.1100
 3.00 24000. -2.0  2.0   0.3165
 3.00 24000. -2.0  2.0   0.0275
 3.50 24000. -2.0  2.0   0.0906
 3.50 24000. -2.0  2.0   0.2841
 3.50 24000. -2.0  2.0   0.0249
 4.00 24000. -2.0  2.0   0.0882
 4.00 24000. -2.0  2.0   0.2575
 4.00 24000. -2.0  2.0   0.0203
 4.50 24000. -2.0  2.0   0.0886
 4.50 24000. -2.0  2.0   0.2410
 4.50 24000. -2.0  2.0   0.0169
 5.00 24000. -2.0  2.0   0.0888
 5.00 24000. -2.0  2.0   0.2325
 5.00 24000. -2.0  2.0   0.0151
 3.00 25000. -2.0  2.0   0.1111
 3.00 25000. -2.0  2.0   0.3231
 3.00 25000. -2.0  2.0   0.0275
 3.50 25000. -2.0  2.0   0.0870
 3.50 25000. -2.0  2.0   0.2892
 3.50 25000. -2.0  2.0   0.0264
 4.00 25000. -2.0  2.0   0.0832
 4.00 25000. -2.0  2.0   0.2615
 4.00 25000. -2.0  2.0   0.0217
 4.50 25000. -2.0  2.0   0.0837
 4.50 25000. -2.0  2.0   0.2434
 4.50 25000. -2.0  2.0   0.0181
 5.00 25000. -2.0  2.0   0.0841
 5.00 25000. -2.0  2.0   0.2336
 5.00 25000. -2.0  2.0   0.0160
 3.00 26000. -2.0  2.0   0.1098
 3.00 26000. -2.0  2.0   0.3321
 3.00 26000. -2.0  2.0   0.0274
 3.50 26000. -2.0  2.0   0.0840
 3.50 26000. -2.0  2.0   0.2945
 3.50 26000. -2.0  2.0   0.0274
 4.00 26000. -2.0  2.0   0.0787
 4.00 26000. -2.0  2.0   0.2654
 4.00 26000. -2.0  2.0   0.0230
 4.50 26000. -2.0  2.0   0.0789
 4.50 26000. -2.0  2.0   0.2462
 4.50 26000. -2.0  2.0   0.0192
 5.00 26000. -2.0  2.0   0.0799
 5.00 26000. -2.0  2.0   0.2349
 5.00 26000. -2.0  2.0   0.0169
 3.50 27000. -2.0  2.0   0.0809
 3.50 27000. -2.0  2.0   0.3004
 3.50 27000. -2.0  2.0   0.0282
 4.00 27000. -2.0  2.0   0.0750
 4.00 27000. -2.0  2.0   0.2689
 4.00 27000. -2.0  2.0   0.0239
 4.50 27000. -2.0  2.0   0.0746
 4.50 27000. -2.0  2.0   0.2487
 4.50 27000. -2.0  2.0   0.0200
 5.00 27000. -2.0  2.0   0.0755
 5.00 27000. -2.0  2.0   0.2366
 5.00 27000. -2.0  2.0   0.0176
 3.50 28000. -2.0  2.0   0.0769
 3.50 28000. -2.0  2.0   0.3062
 3.50 28000. -2.0  2.0   0.0289
 4.00 28000. -2.0  2.0   0.0715
 4.00 28000. -2.0  2.0   0.2720
 4.00 28000. -2.0  2.0   0.0246
 4.50 28000. -2.0  2.0   0.0707
 4.50 28000. -2.0  2.0   0.2505
 4.50 28000. -2.0  2.0   0.0205
 5.00 28000. -2.0  2.0   0.0714
 5.00 28000. -2.0  2.0   0.2378
 5.00 28000. -2.0  2.0   0.0180
 3.50 29000. -2.0  2.0   0.0702
 3.50 29000. -2.0  2.0   0.3120
 3.50 29000. -2.0  2.0   0.0298
 4.00 29000. -2.0  2.0   0.0674
 4.00 29000. -2.0  2.0   0.2749
 4.00 29000. -2.0  2.0   0.0250
 4.50 29000. -2.0  2.0   0.0672
 4.50 29000. -2.0  2.0   0.2515
 4.50 29000. -2.0  2.0   0.0207
 5.00 29000. -2.0  2.0   0.0678
 5.00 29000. -2.0  2.0   0.2379
 5.00 29000. -2.0  2.0   0.0180
 4.00 30000. -2.0  2.0   0.0626
 4.00 30000. -2.0  2.0   0.2768
 4.00 30000. -2.0  2.0   0.0253
 4.50 30000. -2.0  2.0   0.0642
 4.50 30000. -2.0  2.0   0.2510
 4.50 30000. -2.0  2.0   0.0207
 5.00 30000. -2.0  2.0   0.0652
 5.00 30000. -2.0  2.0   0.2361
 5.00 30000. -2.0  2.0   0.0177
 4.00 31000. -2.0  2.0   0.0573
 4.00 31000. -2.0  2.0   0.2772
 4.00 31000. -2.0  2.0   0.0257
 4.50 31000. -2.0  2.0   0.0604
 4.50 31000. -2.0  2.0   0.2496
 4.50 31000. -2.0  2.0   0.0204
 5.00 31000. -2.0  2.0   0.0626
 5.00 31000. -2.0  2.0   0.2330
 5.00 31000. -2.0  2.0   0.0172
 4.00 32000. -2.0  2.0   0.0508
 4.00 32000. -2.0  2.0   0.2780
 4.00 32000. -2.0  2.0   0.0264
 4.50 32000. -2.0  2.0   0.0569
 4.50 32000. -2.0  2.0   0.2464
 4.50 32000. -2.0  2.0   0.0201
 5.00 32000. -2.0  2.0   0.0597
 5.00 32000. -2.0  2.0   0.2287
 5.00 32000. -2.0  2.0   0.0164
 4.50 33000. -2.0  2.0   0.0525
 4.50 33000. -2.0  2.0   0.2431
 4.50 33000. -2.0  2.0   0.0200
 5.00 33000. -2.0  2.0   0.0574
 5.00 33000. -2.0  2.0   0.2226
 5.00 33000. -2.0  2.0   0.0156
 4.50 34000. -2.0  2.0   0.0470
 4.50 34000. -2.0  2.0   0.2408
 4.50 34000. -2.0  2.0   0.0201
 5.00 34000. -2.0  2.0   0.0543
 5.00 34000. -2.0  2.0   0.2168
 5.00 34000. -2.0  2.0   0.0149
 4.50 35000. -2.0  2.0   0.0398
 4.50 35000. -2.0  2.0   0.2399
 4.50 35000. -2.0  2.0   0.0207
 5.00 35000. -2.0  2.0   0.0499
 5.00 35000. -2.0  2.0   0.2120
 5.00 35000. -2.0  2.0   0.0145
 4.50 37500. -2.0  2.0   0.0196
 4.50 37500. -2.0  2.0   0.2364
 4.50 37500. -2.0  2.0   0.0237
 5.00 37500. -2.0  2.0   0.0350
 5.00 37500. -2.0  2.0   0.2014
 5.00 37500. -2.0  2.0   0.0147
 4.50 40000. -2.0  2.0   0.0091
 4.50 40000. -2.0  2.0   0.2312
 4.50 40000. -2.0  2.0   0.0265
 5.00 40000. -2.0  2.0   0.0227
 5.00 40000. -2.0  2.0   0.1896
 5.00 40000. -2.0  2.0   0.0160
 5.00 42500. -2.0  2.0   0.0162
 5.00 42500. -2.0  2.0   0.1841
 5.00 42500. -2.0  2.0   0.0172
 5.00 45000. -2.0  2.0   0.0129
 5.00 45000. -2.0  2.0   0.1835
 5.00 45000. -2.0  2.0   0.0183
 5.00 47500. -2.0  2.0   0.0112
 5.00 47500. -2.0  2.0   0.1848
 5.00 47500. -2.0  2.0   0.0191
 5.00 50000. -2.0  2.0   0.0094
 5.00 50000. -2.0  2.0   0.1871
 5.00 50000. -2.0  2.0   0.0198
 0.00  3500. -1.5  2.0   0.8402
 0.00  3500. -1.5  2.0  -0.1152
 0.00  3500. -1.5  2.0   0.0054
 0.50  3500. -1.5  2.0   0.8735
 0.50  3500. -1.5  2.0  -0.1358
 0.50  3500. -1.5  2.0   0.0045
 1.00  3500. -1.5  2.0   0.8860
 1.00  3500. -1.5  2.0  -0.1383
 1.00  3500. -1.5  2.0   0.0038
 1.50  3500. -1.5  2.0   0.8112
 1.50  3500. -1.5  2.0  -0.0672
 1.50  3500. -1.5  2.0   0.0061
 2.00  3500. -1.5  2.0   0.5651
 2.00  3500. -1.5  2.0   0.1537
 2.00  3500. -1.5  2.0   0.0134
 2.50  3500. -1.5  2.0   0.3352
 2.50  3500. -1.5  2.0   0.3567
 2.50  3500. -1.5  2.0   0.0237
 3.00  3500. -1.5  2.0   0.2215
 3.00  3500. -1.5  2.0   0.4480
 3.00  3500. -1.5  2.0   0.0373
 3.50  3500. -1.5  2.0   0.1762
 3.50  3500. -1.5  2.0   0.4796
 3.50  3500. -1.5  2.0   0.0459
 4.00  3500. -1.5  2.0   0.1696
 4.00  3500. -1.5  2.0   0.4797
 4.00  3500. -1.5  2.0   0.0478
 4.50  3500. -1.5  2.0   0.1827
 4.50  3500. -1.5  2.0   0.4741
 4.50  3500. -1.5  2.0   0.0437
 5.00  3500. -1.5  2.0   0.2063
 5.00  3500. -1.5  2.0   0.4561
 5.00  3500. -1.5  2.0   0.0371
 0.00  3750. -1.5  2.0   0.7995
 0.00  3750. -1.5  2.0  -0.0888
 0.00  3750. -1.5  2.0   0.0020
 0.50  3750. -1.5  2.0   0.8212
 0.50  3750. -1.5  2.0  -0.0986
 0.50  3750. -1.5  2.0   0.0015
 1.00  3750. -1.5  2.0   0.8328
 1.00  3750. -1.5  2.0  -0.0986
 1.00  3750. -1.5  2.0   0.0011
 1.50  3750. -1.5  2.0   0.8305
 1.50  3750. -1.5  2.0  -0.0854
 1.50  3750. -1.5  2.0   0.0011
 2.00  3750. -1.5  2.0   0.8060
 2.00  3750. -1.5  2.0  -0.0573
 2.00  3750. -1.5  2.0   0.0017
 2.50  3750. -1.5  2.0   0.6568
 2.50  3750. -1.5  2.0   0.0684
 2.50  3750. -1.5  2.0   0.0077
 3.00  3750. -1.5  2.0   0.4128
 3.00  3750. -1.5  2.0   0.2678
 3.00  3750. -1.5  2.0   0.0203
 3.50  3750. -1.5  2.0   0.2479
 3.50  3750. -1.5  2.0   0.3998
 3.50  3750. -1.5  2.0   0.0354
 4.00  3750. -1.5  2.0   0.1807
 4.00  3750. -1.5  2.0   0.4371
 4.00  3750. -1.5  2.0   0.0442
 4.50  3750. -1.5  2.0   0.1484
 4.50  3750. -1.5  2.0   0.4930
 4.50  3750. -1.5  2.0   0.0490
 5.00  3750. -1.5  2.0   0.1513
 5.00  3750. -1.5  2.0   0.4917
 5.00  3750. -1.5  2.0   0.0466
 0.00  4000. -1.5  2.0   0.7381
 0.00  4000. -1.5  2.0  -0.0389
 0.00  4000. -1.5  2.0   0.0008
 0.50  4000. -1.5  2.0   0.7499
 0.50  4000. -1.5  2.0  -0.0388
 0.50  4000. -1.5  2.0   0.0004
 1.00  4000. -1.5  2.0   0.7573
 1.00  4000. -1.5  2.0  -0.0346
 1.00  4000. -1.5  2.0   0.0003
 1.50  4000. -1.5  2.0   0.7550
 1.50  4000. -1.5  2.0  -0.0223
 1.50  4000. -1.5  2.0   0.0004
 2.00  4000. -1.5  2.0   0.7463
 2.00  4000. -1.5  2.0  -0.0062
 2.00  4000. -1.5  2.0   0.0005
 2.50  4000. -1.5  2.0   0.7328
 2.50  4000. -1.5  2.0   0.0119
 2.50  4000. -1.5  2.0   0.0006
 3.00  4000. -1.5  2.0   0.6657
 3.00  4000. -1.5  2.0   0.0656
 3.00  4000. -1.5  2.0   0.0023
 3.50  4000. -1.5  2.0   0.4873
 3.50  4000. -1.5  2.0   0.2067
 3.50  4000. -1.5  2.0   0.0120
 4.00  4000. -1.5  2.0   0.3088
 4.00  4000. -1.5  2.0   0.3384
 4.00  4000. -1.5  2.0   0.0247
 4.50  4000. -1.5  2.0   0.2032
 4.50  4000. -1.5  2.0   0.4151
 4.50  4000. -1.5  2.0   0.0384
 5.00  4000. -1.5  2.0   0.1590
 5.00  4000. -1.5  2.0   0.4438
 5.00  4000. -1.5  2.0   0.0454
 0.00  4250. -1.5  2.0   0.6693
 0.00  4250. -1.5  2.0   0.0136
 0.00  4250. -1.5  2.0   0.0008
 0.50  4250. -1.5  2.0   0.6825
 0.50  4250. -1.5  2.0   0.0140
 0.50  4250. -1.5  2.0   0.0003
 1.00  4250. -1.5  2.0   0.6717
 1.00  4250. -1.5  2.0   0.0363
 1.00  4250. -1.5  2.0   0.0002
 1.50  4250. -1.5  2.0   0.6577
 1.50  4250. -1.5  2.0   0.0605
 1.50  4250. -1.5  2.0   0.0002
 2.00  4250. -1.5  2.0   0.6545
 2.00  4250. -1.5  2.0   0.0713
 2.00  4250. -1.5  2.0   0.0002
 2.50  4250. -1.5  2.0   0.6509
 2.50  4250. -1.5  2.0   0.0801
 2.50  4250. -1.5  2.0   0.0003
 3.00  4250. -1.5  2.0   0.6433
 3.00  4250. -1.5  2.0   0.0904
 3.00  4250. -1.5  2.0   0.0004
 3.50  4250. -1.5  2.0   0.6090
 3.50  4250. -1.5  2.0   0.1202
 3.50  4250. -1.5  2.0   0.0007
 4.00  4250. -1.5  2.0   0.4971
 4.00  4250. -1.5  2.0   0.2035
 4.00  4250. -1.5  2.0   0.0058
 4.50  4250. -1.5  2.0   0.3468
 4.50  4250. -1.5  2.0   0.3136
 4.50  4250. -1.5  2.0   0.0183
 5.00  4250. -1.5  2.0   0.2313
 5.00  4250. -1.5  2.0   0.3917
 5.00  4250. -1.5  2.0   0.0314
 0.00  4500. -1.5  2.0   0.6124
 0.00  4500. -1.5  2.0   0.0490
 0.00  4500. -1.5  2.0   0.0015
 0.50  4500. -1.5  2.0   0.5994
 0.50  4500. -1.5  2.0   0.0728
 0.50  4500. -1.5  2.0   0.0010
 1.00  4500. -1.5  2.0   0.5844
 1.00  4500. -1.5  2.0   0.0996
 1.00  4500. -1.5  2.0   0.0008
 1.50  4500. -1.5  2.0   0.5690
 1.50  4500. -1.5  2.0   0.1264
 1.50  4500. -1.5  2.0   0.0005
 2.00  4500. -1.5  2.0   0.5615
 2.00  4500. -1.5  2.0   0.1438
 2.00  4500. -1.5  2.0   0.0004
 2.50  4500. -1.5  2.0   0.5587
 2.50  4500. -1.5  2.0   0.1534
 2.50  4500. -1.5  2.0   0.0004
 3.00  4500. -1.5  2.0   0.5563
 3.00  4500. -1.5  2.0   0.1601
 3.00  4500. -1.5  2.0   0.0004
 3.50  4500. -1.5  2.0   0.5499
 3.50  4500. -1.5  2.0   0.1685
 3.50  4500. -1.5  2.0   0.0005
 4.00  4500. -1.5  2.0   0.5257
 4.00  4500. -1.5  2.0   0.1901
 4.00  4500. -1.5  2.0   0.0008
 4.50  4500. -1.5  2.0   0.4547
 4.50  4500. -1.5  2.0   0.2440
 4.50  4500. -1.5  2.0   0.0037
 5.00  4500. -1.5  2.0   0.3466
 5.00  4500. -1.5  2.0   0.3130
 5.00  4500. -1.5  2.0   0.0129
 0.00  4750. -1.5  2.0   0.5742
 0.00  4750. -1.5  2.0   0.0696
 0.00  4750. -1.5  2.0   0.0019
 0.50  4750. -1.5  2.0   0.5541
 0.50  4750. -1.5  2.0   0.0958
 0.50  4750. -1.5  2.0   0.0018
 1.00  4750. -1.5  2.0   0.5282
 1.00  4750. -1.5  2.0   0.1295
 1.00  4750. -1.5  2.0   0.0019
 1.50  4750. -1.5  2.0   0.5039
 1.50  4750. -1.5  2.0   0.1636
 1.50  4750. -1.5  2.0   0.0019
 2.00  4750. -1.5  2.0   0.4862
 2.00  4750. -1.5  2.0   0.1908
 2.00  4750. -1.5  2.0   0.0019
 2.50  4750. -1.5  2.0   0.4828
 2.50  4750. -1.5  2.0   0.2040
 2.50  4750. -1.5  2.0   0.0014
 3.00  4750. -1.5  2.0   0.4776
 3.00  4750. -1.5  2.0   0.2153
 3.00  4750. -1.5  2.0   0.0013
 3.50  4750. -1.5  2.0   0.4743
 3.50  4750. -1.5  2.0   0.2225
 3.50  4750. -1.5  2.0   0.0013
 4.00  4750. -1.5  2.0   0.4615
 4.00  4750. -1.5  2.0   0.2368
 4.00  4750. -1.5  2.0   0.0015
 4.50  4750. -1.5  2.0   0.4392
 4.50  4750. -1.5  2.0   0.2586
 4.50  4750. -1.5  2.0   0.0017
 5.00  4750. -1.5  2.0   0.3875
 5.00  4750. -1.5  2.0   0.2930
 5.00  4750. -1.5  2.0   0.0049
 0.00  5000. -1.5  2.0   0.5420
 0.00  5000. -1.5  2.0   0.0933
 0.00  5000. -1.5  2.0   0.0022
 0.50  5000. -1.5  2.0   0.5207
 0.50  5000. -1.5  2.0   0.1168
 0.50  5000. -1.5  2.0   0.0024
 1.00  5000. -1.5  2.0   0.4940
 1.00  5000. -1.5  2.0   0.1462
 1.00  5000. -1.5  2.0   0.0031
 1.50  5000. -1.5  2.0   0.4650
 1.50  5000. -1.5  2.0   0.1796
 1.50  5000. -1.5  2.0   0.0036
 2.00  5000. -1.5  2.0   0.4406
 2.00  5000. -1.5  2.0   0.2102
 2.00  5000. -1.5  2.0   0.0040
 2.50  5000. -1.5  2.0   0.4212
 2.50  5000. -1.5  2.0   0.2362
 2.50  5000. -1.5  2.0   0.0040
 3.00  5000. -1.5  2.0   0.4128
 3.00  5000. -1.5  2.0   0.2522
 3.00  5000. -1.5  2.0   0.0034
 3.50  5000. -1.5  2.0   0.4034
 3.50  5000. -1.5  2.0   0.2654
 3.50  5000. -1.5  2.0   0.0036
 4.00  5000. -1.5  2.0   0.4021
 4.00  5000. -1.5  2.0   0.2713
 4.00  5000. -1.5  2.0   0.0032
 4.50  5000. -1.5  2.0   0.3802
 4.50  5000. -1.5  2.0   0.2922
 4.50  5000. -1.5  2.0   0.0041
 5.00  5000. -1.5  2.0   0.3576
 5.00  5000. -1.5  2.0   0.3141
 5.00  5000. -1.5  2.0   0.0044
 0.00  5250. -1.5  2.0   0.5068
 0.00  5250. -1.5  2.0   0.1228
 0.00  5250. -1.5  2.0   0.0028
 0.50  5250. -1.5  2.0   0.4910
 0.50  5250. -1.5  2.0   0.1398
 0.50  5250. -1.5  2.0   0.0032
 1.00  5250. -1.5  2.0   0.4675
 1.00  5250. -1.5  2.0   0.1639
 1.00  5250. -1.5  2.0   0.0041
 1.50  5250. -1.5  2.0   0.4407
 1.50  5250. -1.5  2.0   0.1917
 1.50  5250. -1.5  2.0   0.0049
 2.00  5250. -1.5  2.0   0.4142
 2.00  5250. -1.5  2.0   0.2198
 2.00  5250. -1.5  2.0   0.0057
 2.50  5250. -1.5  2.0   0.3900
 2.50  5250. -1.5  2.0   0.2479
 2.50  5250. -1.5  2.0   0.0058
 3.00  5250. -1.5  2.0   0.3741
 3.00  5250. -1.5  2.0   0.2666
 3.00  5250. -1.5  2.0   0.0058
 3.50  5250. -1.5  2.0   0.3630
 3.50  5250. -1.5  2.0   0.2811
 3.50  5250. -1.5  2.0   0.0057
 4.00  5250. -1.5  2.0   0.3539
 4.00  5250. -1.5  2.0   0.2919
 4.00  5250. -1.5  2.0   0.0059
 4.50  5250. -1.5  2.0   0.3453
 4.50  5250. -1.5  2.0   0.3028
 4.50  5250. -1.5  2.0   0.0058
 5.00  5250. -1.5  2.0   0.3163
 5.00  5250. -1.5  2.0   0.3275
 5.00  5250. -1.5  2.0   0.0080
 0.00  5500. -1.5  2.0   0.4607
 0.00  5500. -1.5  2.0   0.1624
 0.00  5500. -1.5  2.0   0.0041
 0.50  5500. -1.5  2.0   0.4577
 0.50  5500. -1.5  2.0   0.1671
 0.50  5500. -1.5  2.0   0.0044
 1.00  5500. -1.5  2.0   0.4414
 1.00  5500. -1.5  2.0   0.1838
 1.00  5500. -1.5  2.0   0.0053
 1.50  5500. -1.5  2.0   0.4211
 1.50  5500. -1.5  2.0   0.2042
 1.50  5500. -1.5  2.0   0.0061
 2.00  5500. -1.5  2.0   0.3978
 2.00  5500. -1.5  2.0   0.2274
 2.00  5500. -1.5  2.0   0.0069
 2.50  5500. -1.5  2.0   0.3774
 2.50  5500. -1.5  2.0   0.2483
 2.50  5500. -1.5  2.0   0.0071
 3.00  5500. -1.5  2.0   0.3576
 3.00  5500. -1.5  2.0   0.2698
 3.00  5500. -1.5  2.0   0.0069
 3.50  5500. -1.5  2.0   0.3410
 3.50  5500. -1.5  2.0   0.2865
 3.50  5500. -1.5  2.0   0.0070
 4.00  5500. -1.5  2.0   0.3295
 4.00  5500. -1.5  2.0   0.2973
 4.00  5500. -1.5  2.0   0.0074
 4.50  5500. -1.5  2.0   0.3134
 4.50  5500. -1.5  2.0   0.3112
 4.50  5500. -1.5  2.0   0.0085
 5.00  5500. -1.5  2.0   0.3032
 5.00  5500. -1.5  2.0   0.3212
 5.00  5500. -1.5  2.0   0.0083
 0.00  5750. -1.5  2.0   0.5463
 0.00  5750. -1.5  2.0   0.0858
 0.00  5750. -1.5  2.0   0.0021
 0.50  5750. -1.5  2.0   0.4401
 0.50  5750. -1.5  2.0   0.1786
 0.50  5750. -1.5  2.0   0.0056
 1.00  5750. -1.5  2.0   0.4118
 1.00  5750. -1.5  2.0   0.2074
 1.00  5750. -1.5  2.0   0.0066
 1.50  5750. -1.5  2.0   0.4002
 1.50  5750. -1.5  2.0   0.2192
 1.50  5750. -1.5  2.0   0.0072
 2.00  5750. -1.5  2.0   0.3826
 2.00  5750. -1.5  2.0   0.2361
 2.00  5750. -1.5  2.0   0.0078
 2.50  5750. -1.5  2.0   0.3655
 2.50  5750. -1.5  2.0   0.2527
 2.50  5750. -1.5  2.0   0.0079
 3.00  5750. -1.5  2.0   0.3508
 3.00  5750. -1.5  2.0   0.2675
 3.00  5750. -1.5  2.0   0.0073
 3.50  5750. -1.5  2.0   0.3315
 3.50  5750. -1.5  2.0   0.2863
 3.50  5750. -1.5  2.0   0.0075
 4.00  5750. -1.5  2.0   0.3192
 4.00  5750. -1.5  2.0   0.2969
 4.00  5750. -1.5  2.0   0.0076
 4.50  5750. -1.5  2.0   0.3037
 4.50  5750. -1.5  2.0   0.3089
 4.50  5750. -1.5  2.0   0.0086
 5.00  5750. -1.5  2.0   0.2834
 5.00  5750. -1.5  2.0   0.3242
 5.00  5750. -1.5  2.0   0.0102
 0.00  6000. -1.5  2.0   0.5492
 0.00  6000. -1.5  2.0   0.0905
 0.00  6000. -1.5  2.0   0.0008
 0.50  6000. -1.5  2.0   0.5175
 0.50  6000. -1.5  2.0   0.1141
 0.50  6000. -1.5  2.0   0.0023
 1.00  6000. -1.5  2.0   0.4057
 1.00  6000. -1.5  2.0   0.2080
 1.00  6000. -1.5  2.0   0.0073
 1.50  6000. -1.5  2.0   0.3731
 1.50  6000. -1.5  2.0   0.2392
 1.50  6000. -1.5  2.0   0.0086
 2.00  6000. -1.5  2.0   0.3646
 2.00  6000. -1.5  2.0   0.2475
 2.00  6000. -1.5  2.0   0.0088
 2.50  6000. -1.5  2.0   0.3511
 2.50  6000. -1.5  2.0   0.2606
 2.50  6000. -1.5  2.0   0.0088
 3.00  6000. -1.5  2.0   0.3386
 3.00  6000. -1.5  2.0   0.2733
 3.00  6000. -1.5  2.0   0.0080
 3.50  6000. -1.5  2.0   0.3292
 3.50  6000. -1.5  2.0   0.2809
 3.50  6000. -1.5  2.0   0.0074
 4.00  6000. -1.5  2.0   0.3132
 4.00  6000. -1.5  2.0   0.2953
 4.00  6000. -1.5  2.0   0.0075
 4.50  6000. -1.5  2.0   0.2996
 4.50  6000. -1.5  2.0   0.3054
 4.50  6000. -1.5  2.0   0.0081
 5.00  6000. -1.5  2.0   0.2809
 5.00  6000. -1.5  2.0   0.3185
 5.00  6000. -1.5  2.0   0.0097
 0.50  6250. -1.5  2.0   0.5192
 0.50  6250. -1.5  2.0   0.1196
 0.50  6250. -1.5  2.0   0.0010
 1.00  6250. -1.5  2.0   0.4791
 1.00  6250. -1.5  2.0   0.1469
 1.00  6250. -1.5  2.0   0.0032
 1.50  6250. -1.5  2.0   0.3864
 1.50  6250. -1.5  2.0   0.2150
 1.50  6250. -1.5  2.0   0.0090
 2.00  6250. -1.5  2.0   0.3436
 2.00  6250. -1.5  2.0   0.2622
 2.00  6250. -1.5  2.0   0.0093
 2.50  6250. -1.5  2.0   0.3385
 2.50  6250. -1.5  2.0   0.2665
 2.50  6250. -1.5  2.0   0.0090
 3.00  6250. -1.5  2.0   0.3292
 3.00  6250. -1.5  2.0   0.2748
 3.00  6250. -1.5  2.0   0.0084
 3.50  6250. -1.5  2.0   0.3193
 3.50  6250. -1.5  2.0   0.2848
 3.50  6250. -1.5  2.0   0.0076
 4.00  6250. -1.5  2.0   0.3078
 4.00  6250. -1.5  2.0   0.2936
 4.00  6250. -1.5  2.0   0.0076
 4.50  6250. -1.5  2.0   0.2990
 4.50  6250. -1.5  2.0   0.3004
 4.50  6250. -1.5  2.0   0.0074
 5.00  6250. -1.5  2.0   0.2814
 5.00  6250. -1.5  2.0   0.3127
 5.00  6250. -1.5  2.0   0.0086
 0.50  6500. -1.5  2.0   0.5132
 0.50  6500. -1.5  2.0   0.1285
 0.50  6500. -1.5  2.0   0.0006
 1.00  6500. -1.5  2.0   0.4846
 1.00  6500. -1.5  2.0   0.1508
 1.00  6500. -1.5  2.0   0.0012
 1.50  6500. -1.5  2.0   0.4498
 1.50  6500. -1.5  2.0   0.1699
 1.50  6500. -1.5  2.0   0.0038
 2.00  6500. -1.5  2.0   0.3634
 2.00  6500. -1.5  2.0   0.2336
 2.00  6500. -1.5  2.0   0.0110
 2.50  6500. -1.5  2.0   0.3161
 2.50  6500. -1.5  2.0   0.2812
 2.50  6500. -1.5  2.0   0.0098
 3.00  6500. -1.5  2.0   0.3127
 3.00  6500. -1.5  2.0   0.2851
 3.00  6500. -1.5  2.0   0.0089
 3.50  6500. -1.5  2.0   0.3089
 3.50  6500. -1.5  2.0   0.2880
 3.50  6500. -1.5  2.0   0.0079
 4.00  6500. -1.5  2.0   0.3015
 4.00  6500. -1.5  2.0   0.2934
 4.00  6500. -1.5  2.0   0.0075
 4.50  6500. -1.5  2.0   0.2946
 4.50  6500. -1.5  2.0   0.2986
 4.50  6500. -1.5  2.0   0.0071
 5.00  6500. -1.5  2.0   0.2815
 5.00  6500. -1.5  2.0   0.3077
 5.00  6500. -1.5  2.0   0.0077
 0.50  6750. -1.5  2.0   0.4867
 0.50  6750. -1.5  2.0   0.1532
 0.50  6750. -1.5  2.0   0.0008
 1.00  6750. -1.5  2.0   0.4790
